DATENUM,DATE,SYMBOL,NAME,SECTOR,CMP,VALUATION,FAIRRANGE,PE,SECTORPE,MARKETCAP,MKCAPTYPE,TREND,FUNDAMENTAL,MOMENTUM,DERATIO,PRICETOSALES,PLEDGE,QBS,QBS%,AGS,AGS%,VALUATION_DCF,VALUATION_GRAHAM,VALUATION_EARNING,VALUATION_BOOKVALUE,VALUATION_SALES
20250112,12-Jan-2025,AMNPLST,Amines & Plasticizers Limited,Chemicals,297.55,Fairly Valued,0-0,39.94,0,1648,Micro Cap,Buy Trend,Good Financials,Good Momentum,0.39,2.51,0.00,6(10),60%,2(4),50%,0,0,0,0,0
20250112,12-Jan-2025,AMRUTANJAN,Amrutanjan Health Care Limited,Healthcare,702.45,Overvalued,0-0,42.70,0,2029,Micro Cap,Sell Trend,Great Financials,Weak Momentum,0.00,4.64,0.00,8(10),80%,1(10),10%,0,0,0,0,0
20250112,12-Jan-2025,ANANDRATHI,Anand Rathi Wealth Limited,Financial Services,4154.35,Overvalued,0-0,65.26,0,17215,Small Cap,Buy Trend,Great Financials,Strong Momentum,0.00,20.33,0.01,9(10),90%,8(10),80%,0,0,0,0,0
20250112,12-Jan-2025,ANANTRAJ,Anant Raj Limited,Realty,885.15,Fairly Valued,0-0,87.32,0,30276,Small Cap,Buy Trend,Good Financials,Strong Momentum,0.17,16.64,0.00,6(10),60%,9(10),90%,0,0,0,0,0
20250112,12-Jan-2025,ANDHRAPAP,ANDHRA PAPER LIMITED,Forest Materials,91.29,Overvalued,0-0,9.55,0,1818,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.06,1.14,0.00,5(10),50%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,ANDHRSUGAR,The Andhra Sugars Limited,Chemicals,91.22,Overvalued,0-0,22.67,0,1237,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.02,0.65,2.25,3(10),30%,1(10),10%,0,0,0,0,0
20250112,12-Jan-2025,ANGELONE,Angel One Limited,Financial Services,2544.05,Undervalued,0-0,17.43,0,22946,Small Cap,Sell Trend,Great Financials,Good Momentum,0.00,4.30,0.00,9(10),90%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,ANIKINDS,Anik Industries Limited,Services,100.95,Overvalued,0-0,0.00,0,280,Micro Cap,Sell Trend,Moderate Financials,Strong Momentum,0.02,2.64,0.00,4(10),40%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,ANMOL,Anmol India Limited,"Oil, Gas & Consumable Fuels",23.7,Fairly Valued,0-0,10.08,0,135,Micro Cap,Sell Trend,Good Financials,Weak Momentum,0.85,0.09,33.66,6(10),60%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,ANTGRAPHIC,Antarctica Limited,Capital Goods,1.35,Overvalued,0-0,0.00,0,21,Micro Cap,Sell Trend,Poor Financials,Weak Momentum,0.17,21.14,0.00,0(10),0%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,ANUHPHR,Anuh Pharma Limited,Healthcare,213.61,Undervalued,0-0,18.14,0,1071,Micro Cap,Sell Trend,Great Financials,New Listing,0.01,1.67,0.00,9(10),90%,New Listing),20 Dec 24,0,0,0,0,0
20250112,12-Jan-2025,ANUP,The Anup Engineering Limited,Capital Goods,3092.7,Fairly Valued,0-0,51.91,0,6196,Small Cap,Sell Trend,Good Financials,Strong Momentum,0.04,10.03,0.00,7(10),70%,9(10),90%,0,0,0,0,0
20250112,12-Jan-2025,ANURAS,Anupam Rasayan India Limited,Chemicals,690.9,Overvalued,0-0,109.02,0,7621,Small Cap,Sell Trend,Poor Financials,Weak Momentum,0.38,6.12,13.75,1(10),10%,2(10),20%,0,0,0,0,0
20250112,12-Jan-2025,APARINDS,Apar Industries Limited,Capital Goods,10596.1,Fairly Valued,0-0,50.04,0,42548,Mid Cap,Buy Trend,Great Financials,Strong Momentum,0.10,2.50,0.00,9(10),90%,10(10),100%,0,0,0,0,0
20250112,12-Jan-2025,APCL,Anjani Portland Cement Limited,Construction Materials,158.88,Overvalued,0-0,0.00,0,499,Micro Cap,Sell Trend,Poor Financials,Weak Momentum,1.45,0.98,0.00,-1(10),-10%,2(10),20%,0,0,0,0,0
20250112,12-Jan-2025,APCOTEXIND,Apcotex Industries Limited,Capital Goods,366.5,Fairly Valued,0-0,36.40,0,1900,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.35,1.51,0.00,5(10),50%,2(10),20%,0,0,0,0,0
20250112,12-Jan-2025,APEX,Apex Frozen Foods Limited,Fast Moving Consumer Goods,242.75,Overvalued,0-0,160.50,0,762,Micro Cap,Sell Trend,Poor Financials,Weak Momentum,0.22,1.10,0.00,1(10),10%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,APLAPOLLO,APL Apollo Tubes Limited,Capital Goods,1520.7,Overvalued,0-0,72.32,0,42155,Mid Cap,Sell Trend,Great Financials,Strong Momentum,0.31,2.34,0.00,8(10),80%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,APLLTD,Alembic Pharmaceuticals Limited,Healthcare,1010.05,Fairly Valued,0-0,30.66,0,19832,Small Cap,Sell Trend,Great Financials,Weak Momentum,0.09,3.12,0.00,8(10),80%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,APOLLO,Apollo Micro Systems Limited,Capital Goods,119.35,Undervalued,0-0,77.74,0,3656,Micro Cap,Buy Trend,Moderate Financials,Weak Momentum,0.41,7.64,25.30,5(10),50%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,APOLLOHOSP,Apollo Hospitals Enterprise Limited,Healthcare,7036.75,Overvalued,0-0,85.46,0,101112,Large Cap,Sell Trend,Great Financials,Strong Momentum,0.47,4.94,13.99,9(10),90%,9(10),90%,0,0,0,0,0
20250112,12-Jan-2025,APOLLOPIPE,Apollo Pipes Limited,Capital Goods,430.95,Fairly Valued,0-0,61.43,0,1901,Micro Cap,Sell Trend,Good Financials,Weak Momentum,0.14,2.09,0.00,6(10),60%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,APOLLOTYRE,Apollo Tyres Limited,Automobile and Auto Components,462,Fairly Valued,0-0,20.23,0,29335,Mid Cap,Sell Trend,Good Financials,Strong Momentum,0.28,1.14,1.16,6(10),60%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,APOLSINHOT,Apollo Sindoori Hotels Limited,CONSUMER SERVICES,1664.55,Fairly Valued,0-0,47.30,0,433,Micro Cap,Sell Trend,Good Financials,Strong Momentum,0.50,0.81,0.00,7(10),70%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,APTECHT,Aptech Limited,Consumer Services,166.76,Overvalued,0-0,48.22,0,967,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.00,2.22,0.00,4(10),40%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,APTUS,Aptus Value Housing Finance India Limited,Financial Services,281.8,Undervalued,0-0,20.83,0,14070,Small Cap,Sell Trend,Great Financials,Weak Momentum,0.00,9.12,0.00,9(10),90%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,ARCHIDPLY,Archidply Industries Limited,Consumer Durables,104.4,Fairly Valued,0-0,0.00,0,207,Micro Cap,Sell Trend,Moderate Financials,Strong Momentum,1.31,0.44,0.00,3(10),30%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,ARCHIES,Archies Limited,Consumer Durables,23.42,Overvalued,0-0,0.00,0,80,Micro Cap,Sell Trend,Moderate Financials,Good Momentum,0.28,1.06,0.00,3(10),30%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,ARE&M,Amara Raja Energy & Mobility Limited,Automobile and Auto Components,1079.35,Fairly Valued,0-0,20.38,0,19757,Small Cap,Sell Trend,Good Financials,Good Momentum,0.01,1.58,0.00,6(10),60%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,ARENTERP,Rajdarshan Industries Limited,Services,50,Fairly Valued,0-0,14.72,0,16,Micro Cap,Sell Trend,Poor Financials,Good Momentum,0.02,5.98,0.00,2(10),20%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,ARIES,Aries Agro Limited,Chemicals,271.65,Undervalued,0-0,12.45,0,353,Micro Cap,Sell Trend,Great Financials,Strong Momentum,0.27,0.61,0.00,8(10),80%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,ARIHANTCAP,Arihant Capital Markets Limited,Financial Services,93.45,Undervalued,0-0,11.84,0,983,Micro Cap,Sell Trend,Good Financials,Good Momentum,0.00,3.44,0.00,7(10),70%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,ARIHANTSUP,Arihant Superstructures Limited,Realty,499.9,Fairly Valued,0-0,61.70,0,2052,Micro Cap,Buy Trend,Good Financials,Good Momentum,1.85,4.37,0.00,6(10),60%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,ARKADE,Arkade Developers Limited,Realty,163.71,Fairly Valued,0-0,24.77,0,3043,Micro Cap,Buy Trend,Moderate Financials,New Listing,0.21,4.79,0.00,4(10),40%,New Listing),24 Sep 24,0,0,0,0,0
20250112,12-Jan-2025,ARMANFIN,Arman Financial Services Limited,Financial Services,1299.45,Undervalued,0-0,9.78,0,1363,Micro Cap,Sell Trend,Great Financials,Weak Momentum,0.00,2.03,0.00,8(10),80%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,AROGRANITE,Aro Granite Industries Limited,Consumer Durables,45.09,Overvalued,0-0,0.00,0,69,Micro Cap,Sell Trend,Poor Financials,Weak Momentum,0.98,0.52,0.00,1(10),10%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,ARROWGREEN,Arrow Greentech Limited,Capital Goods,807.3,Undervalued,0-0,22.57,0,1215,Micro Cap,Sell Trend,Good Financials,Strong Momentum,0.00,5.88,0.00,7(10),70%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,ARTEMISMED,Artemis Medicare Services Limited,Healthcare,320.25,Overvalued,0-0,68.12,0,4405,Micro Cap,Buy Trend,Good Financials,Strong Momentum,0.68,4.85,44.53,7(10),70%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,ARTNIRMAN,Art Nirman Limited,REALTY,53.49,Fairly Valued,0-0,107.91,0,133,Micro Cap,Sell Trend,Poor Financials,Good Momentum,0.08,4.29,0.00,1(10),10%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,ARVEE,Arvee Laboratories (India) Limited,Chemicals,162.23,Fairly Valued,0-0,78.51,0,179,Micro Cap,Sell Trend,Good Financials,Strong Momentum,0.03,4.84,0.00,6(10),60%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,ARVIND,Arvind Limited,Textiles,384.7,Overvalued,0-0,34.73,0,10062,Small Cap,Sell Trend,Good Financials,Strong Momentum,0.37,1.26,7.24,6(10),60%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,ARVINDFASN,Arvind Fashions Limited,Consumer Services,511.15,Undervalued,0-0,63.84,0,6788,Small Cap,Sell Trend,Good Financials,Strong Momentum,0.47,1.53,8.31,7(10),70%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,ARVSMART,Arvind SmartSpaces Limited,Realty,801.85,Undervalued,0-0,53.19,0,3643,Micro Cap,Sell Trend,Moderate Financials,Strong Momentum,0.22,6.73,0.00,5(10),50%,9(10),90%,0,0,0,0,0
20250112,12-Jan-2025,ASAHIINDIA,Asahi India Glass Limited,Automobile and Auto Components,673.3,Overvalued,0-0,52.70,0,16376,Small Cap,Sell Trend,Good Financials,Strong Momentum,0.80,3.72,3.94,7(10),70%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,ASAHISONG,Asahi Songwon Colors Limited,Chemicals,333.9,Overvalued,0-0,39.29,0,399,Micro Cap,Sell Trend,Moderate Financials,Good Momentum,0.84,0.79,0.00,4(10),40%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,ASAL,Automotive Stampings and Assemblies Limited,Automobile and Auto Components,618.8,Fairly Valued,0-0,47.62,0,983,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,-6.24,1.17,0.00,4(10),40%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,ASALCBR,Associated Alcohols & Breweries Ltd.,Fast Moving Consumer Goods,1174.25,Fairly Valued,0-0,36.69,0,2123,Micro Cap,Buy Trend,Good Financials,Strong Momentum,0.25,2.23,0.00,6(10),60%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,ASHAPURMIN,Ashapura Minechem Limited,Metals & Mining,453.65,Undervalued,0-0,18.97,0,4341,Micro Cap,Buy Trend,Good Financials,Good Momentum,1.07,1.76,14.79,6(10),60%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,ASHIANA,Ashiana Housing Limited,Realty,356.2,Fairly Valued,0-0,111.29,0,3581,Micro Cap,Buy Trend,Poor Financials,Strong Momentum,0.19,5.50,0.00,2(10),20%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,ASHIMASYN,Ashima Limited,Textiles,32.14,Undervalued,0-0,6.04,0,620,Micro Cap,Sell Trend,Poor Financials,Strong Momentum,0.39,2.01,0.00,2(10),20%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,ASHOKA,Ashoka Buildcon Limited,Construction,271.6,Undervalued,0-0,7.90,0,7619,Small Cap,Buy Trend,Good Financials,Strong Momentum,2.45,0.71,0.00,7(10),70%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,ASHOKAMET,Ashoka Metcast Limited,Metals & Mining,20.59,Undervalued,0-0,5.80,0,52,Micro Cap,Sell Trend,Moderate Financials,Strong Momentum,0.16,0.72,0.00,3(10),30%,3(5),60%,0,0,0,0,0
20250112,12-Jan-2025,ASHOKLEY,Ashok Leyland Limited,Automobile and Auto Components,210.57,Fairly Valued,0-0,23.53,0,61843,Mid Cap,Sell Trend,Good Financials,Good Momentum,4.53,1.33,27.23,6(10),60%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,ASIANENE,Asian Energy Services Limited,"Oil, Gas & Consumable Fuels",383.15,Undervalued,0-0,43.13,0,1718,Micro Cap,Buy Trend,Moderate Financials,Good Momentum,0.08,4.62,0.00,4(10),40%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,ASIANHOTNR,Asian Hotels (North) Limited,Consumer Services,281.7,Fairly Valued,0-0,0.00,0,538,Micro Cap,Buy Trend,Poor Financials,Strong Momentum,-3.29,1.79,5.11,2(10),20%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,ASIANPAINT,Asian Paints Limited,Consumer Durables,2320.75,Overvalued,0-0,48.70,0,222505,Large Cap,Sell Trend,Great Financials,Weak Momentum,0.06,6.41,7.70,8(10),80%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,ASIANTILES,Asian Granito India Limited,Consumer Durables,64.34,Overvalued,0-0,0.00,0,947,Micro Cap,Sell Trend,Poor Financials,Weak Momentum,0.19,0.62,0.00,1(10),10%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,ASKAUTOLTD,ASK Automotive Limited,Automobile and Auto Components,465.9,Undervalued,0-0,41.36,0,9173,Small Cap,Buy Trend,Great Financials,Good Momentum,0.42,2.71,0.00,10(10),100%,2(4),50%,0,0,0,0,0
20250112,12-Jan-2025,ASMS,Bartronics India Limited,Information Technology,21.62,Overvalued,0-0,215.08,0,657,Micro Cap,Buy Trend,Moderate Financials,Good Momentum,0.00,14.06,0.00,3(10),30%,2(4),50%,0,0,0,0,0
20250112,12-Jan-2025,ASPINWALL,Aspinwall and Company Limited,Services,303.65,Fairly Valued,0-0,15.10,0,237,Micro Cap,Buy Trend,Good Financials,Good Momentum,0.11,0.74,0.00,7(10),70%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,ASTEC,Astec LifeSciences Limited,Chemicals,1097.3,Overvalued,0-0,0.00,0,2152,Micro Cap,Buy Trend,Poor Financials,Weak Momentum,1.34,5.78,0.00,-1(10),-10%,2(10),20%,0,0,0,0,0
20250112,12-Jan-2025,ASTERDM,Aster DM Healthcare Limited,Healthcare,504.5,Fairly Valued,0-0,4.66,0,25165,Small Cap,Buy Trend,Moderate Financials,Strong Momentum,0.42,3.72,98.87,5(10),50%,8(10),80%,0,0,0,0,0
20250112,12-Jan-2025,ASTRAL,Astral Limited,Capital Goods,1564.4,Overvalued,0-0,79.93,0,42004,Mid Cap,Sell Trend,Great Financials,Weak Momentum,0.03,7.31,0.00,8(10),80%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,ASTRAMICRO,Astra Microwave Products Limited,Capital Goods,756.8,Fairly Valued,0-0,55.08,0,7182,Small Cap,Sell Trend,Good Financials,Strong Momentum,0.25,7.41,0.00,6(10),60%,8(10),80%,0,0,0,0,0
20250112,12-Jan-2025,ASTRAZEN,AstraZeneca Pharma India Limited,Healthcare,6907.35,Overvalued,0-0,210.96,0,17281,Small Cap,Buy Trend,Great Financials,Strong Momentum,0.00,11.64,0.00,10(10),100%,8(10),80%,0,0,0,0,0
20250112,12-Jan-2025,ASTRON,Astron Paper & Board Mill Limited,Forest Materials,19.35,Overvalued,0-0,0.00,0,90,Micro Cap,Sell Trend,Poor Financials,Weak Momentum,0.56,0.37,0.00,-1(10),-10%,1(10),10%,0,0,0,0,0
20250112,12-Jan-2025,ATALREAL,Atal Realtech Limited,Realty,13.91,Fairly Valued,0-0,43.24,0,155,Micro Cap,Buy Trend,Good Financials,Good Momentum,0.24,2.46,0.00,6(10),60%,3(6),50%,0,0,0,0,0
20250112,12-Jan-2025,ATAM,Atam Valves Limited,Capital Goods,126.9,Fairly Valued,0-0,23.20,0,145,Micro Cap,Sell Trend,Good Financials,Weak Momentum,0.41,2.51,0.00,6(10),60%,1(6),17%,0,0,0,0,0
20250112,12-Jan-2025,ATFL,Agro Tech Foods Limited,Fast Moving Consumer Goods,914.7,Overvalued,0-0,523.97,0,2227,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.07,2.94,0.00,4(10),40%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,ATGL,Adani Total Gas Limited,"Oil, Gas & Consumable Fuels",681.25,Overvalued,0-0,106.50,0,74765,Large Cap,Sell Trend,Good Financials,Weak Momentum,0.41,14.78,0.00,7(10),70%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,ATL,Allcargo Terminals Limited,Services,35.03,Overvalued,0-0,19.55,0,859,Micro Cap,Sell Trend,Good Financials,Weak Momentum,0.16,1.14,0.00,7(10),70%,2(5),40%,0,0,0,0,0
20250112,12-Jan-2025,ATLANTAA,ATLANTAA LIMITED,Construction,45.76,Fairly Valued,0-0,1.57,0,374,Micro Cap,Sell Trend,Poor Financials,Strong Momentum,1.56,2.78,0.00,0(10),0%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,ATLASCYCLE,Atlas Cycles (Haryana) Limited,Consumer Durables,112.81,Undervalued,0-0,6.16,0,73,Micro Cap,Buy Trend,Moderate Financials,New Listing,-0.28,6.87,0.00,3(10),30%,New Listing),02 Jul 97,0,0,0,0,0
20250112,12-Jan-2025,ATUL,Atul Limited,Chemicals,6795.85,Overvalued,0-0,52.91,0,20001,Small Cap,Sell Trend,Moderate Financials,Weak Momentum,0.05,3.95,0.98,4(10),40%,2(10),20%,0,0,0,0,0
20250112,12-Jan-2025,ATULAUTO,Atul Auto Limited,Automobile and Auto Components,529.05,Fairly Valued,0-0,85.71,0,1469,Micro Cap,Sell Trend,Moderate Financials,Good Momentum,0.34,2.36,0.00,3(10),30%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,AUBANK,AU Small Finance Bank Limited,Financial Services,575.15,Undervalued,0-0,23.50,0,42764,Mid Cap,Sell Trend,Great Financials,Weak Momentum,0.00,3.23,0.00,8(10),80%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,AURIONPRO,Aurionpro Solutions Limited,Information Technology,1633.5,Fairly Valued,0-0,54.76,0,9011,Small Cap,Sell Trend,Great Financials,Strong Momentum,0.08,8.86,0.00,9(10),90%,9(10),90%,0,0,0,0,0
20250112,12-Jan-2025,AUROPHARMA,Aurobindo Pharma Limited,Healthcare,1199.55,Fairly Valued,0-0,19.46,0,69702,Mid Cap,Sell Trend,Good Financials,Strong Momentum,0.21,2.33,20.39,6(10),60%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,AURUM,Aurum PropTech Limited,Information Technology,248.1,Fairly Valued,0-0,0.00,0,1797,Micro Cap,Buy Trend,Poor Financials,Strong Momentum,1.14,7.31,0.00,2(10),20%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,AUSOMENT,Ausom Enterprise Limited,Services,101.28,Undervalued,0-0,11.67,0,141,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.03,0.08,0.00,4(10),40%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,AUTOAXLES,Automotive Axles Limited,Automobile and Auto Components,1785.3,Overvalued,0-0,17.60,0,2698,Micro Cap,Sell Trend,Good Financials,Weak Momentum,0.01,1.28,0.00,6(10),60%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,AUTOIND,Autoline Industries Limited,Automobile and Auto Components,100.95,Fairly Valued,0-0,20.00,0,435,Micro Cap,Sell Trend,Good Financials,Good Momentum,1.49,0.67,0.00,6(10),60%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,AVADHSUGAR,Avadh Sugar & Energy Limited,Fast Moving Consumer Goods,476.9,Overvalued,0-0,11.07,0,959,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,1.28,0.38,23.82,3(10),30%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,AVALON,Avalon Technologies Limited,Capital Goods,913.7,Fairly Valued,0-0,207.59,0,5981,Small Cap,Buy Trend,Good Financials,Weak Momentum,0.30,6.60,0.00,6(10),60%,2(6),33%,0,0,0,0,0
20250112,12-Jan-2025,AVANTEL,Avantel Limited,Capital Goods,140.82,Fairly Valued,0-0,58.66,0,3446,Micro Cap,Sell Trend,Great Financials,New Listing,0.07,14.97,0.00,8(10),80%,New Listing),31 Jul 24,0,0,0,0,0
20250112,12-Jan-2025,AVANTIFEED,Avanti Feeds Limited,Fast Moving Consumer Goods,604.9,Undervalued,0-0,19.68,0,8233,Small Cap,Sell Trend,Great Financials,Weak Momentum,0.01,1.53,0.00,8(10),80%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,AVG,AVG Logistics Limited,Services,327.1,Undervalued,0-0,12.88,0,493,Micro Cap,Sell Trend,Moderate Financials,Good Momentum,0.48,0.94,0.00,4(10),40%,3(6),50%,0,0,0,0,0
20250112,12-Jan-2025,AVL,Aditya Vision Limited,Consumer Services,494.9,Fairly Valued,0-0,66.88,0,6374,Small Cap,Buy Trend,Great Financials,New Listing,0.26,3.10,0.00,8(10),80%,New Listing),06 Nov 24,0,0,0,0,0
20250112,12-Jan-2025,AVONMORE,Avonmore Capital & Management Services Limited,Financial Services,25.87,Fairly Valued,0-0,25.67,0,730,Micro Cap,Buy Trend,Moderate Financials,Good Momentum,0.00,5.40,0.00,5(10),50%,4(7),57%,0,0,0,0,0
20250112,12-Jan-2025,AVROIND,AVRO INDIA LIMITED,Consumer Durables,213.56,Overvalued,0-0,66.76,0,233,Micro Cap,Buy Trend,Good Financials,Good Momentum,0.69,2.70,0.00,6(10),60%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,AVTNPL,AVT Natural Products Limited,Fast Moving Consumer Goods,71.31,Overvalued,0-0,23.76,0,1084,Micro Cap,Sell Trend,Good Financials,Weak Momentum,0.08,2.14,0.00,6(10),60%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,AWFIS,Awfis Space Solutions Limited,Services,712.65,Fairly Valued,0-0,0.00,0,5048,Small Cap,Sell Trend,Moderate Financials,New Listing,0.14,5.95,0.00,5(10),50%,New Listing),30 May 24,0,0,0,0,0
20250112,12-Jan-2025,AWHCL,Antony Waste Handling Cell Limited,Utilities,611.55,Overvalued,0-0,24.86,0,1738,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.72,1.98,0.34,5(10),50%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,AWL,Adani Wilmar Limited,Fast Moving Consumer Goods,291.1,Fairly Valued,0-0,38.60,0,37899,Mid Cap,Sell Trend,Moderate Financials,Weak Momentum,0.29,0.69,0.00,4(10),40%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,AXISBANK,Axis Bank Limited,Financial Services,1040.7,Undervalued,0-0,11.54,0,322155,Large Cap,Sell Trend,Great Financials,Strong Momentum,0.00,2.64,0.00,8(10),80%,8(10),80%,0,0,0,0,0
20250112,12-Jan-2025,AXISCADES,AXISCADES Technologies Limited,Information Technology,776.55,Overvalued,0-0,72.48,0,3298,Micro Cap,Buy Trend,Good Financials,Strong Momentum,0.42,3.38,19.99,7(10),70%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,AXITA,Axita Cotton Limited,Textiles,10.6,Fairly Valued,0-0,30.11,0,369,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.31,0.48,0.00,5(10),50%,4(9),44%,0,0,0,0,0
20250112,12-Jan-2025,AYMSYNTEX,AYM Syntex Limited,Textiles,250.34,Fairly Valued,0-0,58.58,0,1443,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.73,0.99,0.00,4(10),40%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,AZAD,Azad Engineering Limited,Capital Goods,1668.1,Overvalued,0-0,141.10,0,9858,Small Cap,Sell Trend,Moderate Financials,New Listing,0.06,25.15,0.76,5(10),50%,New Listing),28 Dec 23,0,0,0,0,0
20250112,12-Jan-2025,BAFNAPH,Bafna Pharmaceuticals Limited,Healthcare,82.5,Overvalued,0-0,488.68,0,198,Micro Cap,Buy Trend,Moderate Financials,Weak Momentum,0.30,1.38,0.00,4(10),40%,2(6),33%,0,0,0,0,0
20250112,12-Jan-2025,BAGFILMS,B.A.G Films and Media Limited,"Media, Entertainment & Publication",9.16,Fairly Valued,0-0,98.85,0,184,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.71,1.45,0.00,4(10),40%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,BAIDFIN,Baid Finserv Limited,Financial Services,13.11,Undervalued,0-0,16.11,0,157,Micro Cap,Sell Trend,Good Financials,Good Momentum,0.00,2.54,0.00,6(10),60%,4(7),57%,0,0,0,0,0
20250112,12-Jan-2025,BAJAJ-AUTO,Bajaj Auto Limited,Automobile and Auto Components,8764,Overvalued,0-0,33.21,0,244771,Large Cap,Sell Trend,Great Financials,Strong Momentum,0.07,5.15,0.01,8(10),80%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,BAJAJCON,Bajaj Consumer Care Limited,Fast Moving Consumer Goods,190.67,Overvalued,0-0,18.54,0,2612,Micro Cap,Sell Trend,Good Financials,Good Momentum,0.00,2.77,0.00,7(10),70%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,BAJAJELEC,Bajaj Electricals Limited,Consumer Durables,760.25,Overvalued,0-0,81.33,0,8758,Small Cap,Sell Trend,Moderate Financials,Weak Momentum,0.00,1.87,2.55,5(10),50%,2(10),20%,0,0,0,0,0
20250112,12-Jan-2025,BAJAJFINSV,Bajaj Finserv Limited,Financial Services,1701.25,Fairly Valued,0-0,31.93,0,271409,Large Cap,Buy Trend,Great Financials,Weak Momentum,0.00,3.83,0.01,10(10),100%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,BAJAJHCARE,Bajaj Healthcare Limited,Healthcare,536.65,Overvalued,0-0,0.00,0,1696,Micro Cap,Buy Trend,Moderate Financials,Weak Momentum,1.19,3.34,0.00,4(10),40%,3(10),30%,0,0,0,0,0
